Year,Bowler,Economy,TotalRuns,Overs,TotalBalls,TotalWickets,Sixes,Wides,NoBalls,DotBalls,BowledWickets,LbwWickets,HitWicketWickets,CaughtAndBowledWickets,StumpedWickets,raw_FIB,FIB
2026,CV Varun,8.78048780487805,360,41.0,246,11,18,9,0,89,1,0,0,0,1,7.864146341463416,8.640360994222833
2026,B Kumar,7.968253968253968,502,63.0,378,28,16,14,1,164,5,1,0,0,0,7.864488888888888,7.525982238282859
2021,JD Unadkat,7.636363636363637,168,22.0,132,4,6,2,0,54,0,0,0,1,0,7.871386363636364,7.517239427133146
2021,Avesh Khan,7.39344262295082,451,61.0,366,24,15,18,1,172,7,1,0,0,0,7.8740491803278685,7.520501630775264
2019,DJ Bravo,8.064777327935223,332,41.166666666666664,247,11,6,16,2,88,1,0,0,0,0,7.876368825910932,7.66899237327034
2024,B Kumar,9.368421052631579,534,57.0,342,11,21,15,1,150,1,1,0,0,1,7.876464912280701,8.456497416785796
2018,SP Narine,7.655737704918033,467,61.0,366,17,20,5,0,142,5,2,0,0,0,7.88195737704918,7.8018985289459595
2020,M Prasidh Krishna,9.428571428571429,165,17.5,105,4,4,3,2,39,2,0,0,0,0,7.882608571428571,7.764626470773701
2018,RA Jadeja,7.390243902439025,303,41.0,246,11,12,8,0,86,5,0,0,2,0,7.884543902439024,7.804759361643648
2020,SM Curran,8.238095238095237,346,42.0,252,13,8,13,2,102,0,1,0,1,0,7.893114285714285,7.777753379948558
2018,Kuldeep Yadav,8.142857142857142,418,51.333333333333336,308,17,24,8,0,98,1,2,0,3,1,7.902068181818183,8.621361743497376
2016,Iqbal Abdulla,8.52,213,25.0,150,6,6,5,0,43,0,0,0,1,0,7.9083000000000006,8.03515451685687
2019,R Ashwin,7.2727272727272725,400,55.0,330,15,15,12,0,112,4,1,0,0,0,7.925289090909091,7.736393551212966
2016,AD Russell,7.972602739726027,291,36.5,219,15,11,9,0,102,1,3,0,1,0,7.932883561643837,8.060620593266526
2020,CH Morris,6.631578947368421,210,31.666666666666668,190,11,6,14,0,105,1,1,0,0,0,7.935161052631579,7.830290891954791
2021,MM Ali,6.394736842105264,162,25.333333333333332,152,6,8,2,1,52,1,1,0,1,0,7.939934210526316,7.6012170574737
2024,JJ Bumrah,6.559485530546623,340,51.833333333333336,311,20,10,21,4,163,6,1,0,0,0,7.946869774919613,7.740669530878698
2021,JO Holder,7.7591623036649215,247,31.833333333333332,191,16,5,16,0,87,0,1,0,0,0,7.949046596858639,7.612380597185817
2016,Shakib Al Hasan,7.838709677419355,243,31.0,186,5,9,4,0,65,2,0,0,0,0,7.951338709677421,8.079738254766669
2019,Sandeep Sharma,8.25,352,42.666666666666664,256,12,12,9,0,91,1,2,0,0,0,7.953724218750001,7.775570794253218
2025,Kuldeep Yadav,7.377358490566038,391,53.0,318,15,15,6,1,113,1,1,0,0,0,7.960690566037737,7.873381597218949
2026,JO Holder,7.591304347826086,291,38.333333333333336,230,17,11,6,1,100,4,0,0,0,0,7.961780869565217,7.646169068802159
2019,HF Gurney,8.851851851851851,239,27.0,162,7,7,7,1,57,0,2,0,0,0,7.965300000000001,7.791519630423372
2026,SP Narine,6.601941747572815,340,51.5,309,17,18,0,0,139,4,0,0,1,0,7.974552427184467,7.661946042612148
2017,YS Chahal,7.7011494252873565,335,43.5,261,14,18,12,2,108,2,0,0,0,1,7.97922183908046,9.470435690466193
2022,TA Boult,7.935483870967742,492,62.0,372,16,16,19,0,191,2,3,0,0,0,7.981933870967744,7.3854044929058205
2020,JL Pattinson,9.014084507042254,320,35.5,213,11,10,9,0,87,1,2,0,0,0,7.986711267605632,7.8947029796534824
2016,DJ Bravo,8.839285714285714,495,56.0,336,17,16,13,1,109,5,1,0,2,0,7.988903571428572,8.118651641424488
2024,RA Jadeja,7.872340425531915,370,47.0,282,8,14,3,1,77,0,1,0,0,0,7.990929787234044,7.795168247869309
2025,A Kamboj,8.046511627906977,173,21.5,129,8,8,1,1,57,3,1,0,0,0,7.993020930232558,7.914121585177204
2025,CV Varun,7.66,383,50.0,300,17,16,8,0,125,7,0,0,0,0,7.995252000000001,7.9169329904218815
2024,Ravi Bishnoi,8.770992366412214,383,43.666666666666664,262,10,20,8,0,97,0,0,0,1,1,8.004760305343513,8.860352872427276
2020,KH Pandya,7.574750830564785,380,50.166666666666664,301,6,11,20,0,114,1,2,0,0,0,8.011848837209303,7.926112418753951
2017,VR Aaron,8.2,164,20.0,120,7,4,9,1,63,1,1,0,0,0,8.025360000000001,8.242230769957276
2016,R Bhatia,7.205882352941177,245,34.0,204,6,11,4,1,62,1,2,0,0,0,8.026326470588234,8.157417969236462
2023,A Mishra,7.842105263157895,149,19.0,114,7,6,1,0,33,0,0,0,1,0,8.033015789473685,8.13226348835136
2016,JJ Bumrah,7.884615384615385,410,52.0,312,15,13,10,4,124,4,0,0,0,0,8.034396153846155,8.165777342602505
2015,MM Sharma,8.473684210526315,483,57.0,342,14,15,8,2,128,1,0,0,0,0,8.035387719298246,8.004221976857929
2026,Rasikh Salam,9.501945525291829,407,42.833333333333336,257,19,10,15,2,98,5,0,0,1,0,8.03539027237354,7.737100312656498
2015,KV Sharma,8.334728033472803,332,39.833333333333336,239,10,22,0,0,71,1,0,0,0,1,8.040920083682009,9.12089011676748
2018,Sandeep Sharma,7.568181818181818,333,44.0,264,12,14,9,0,125,2,2,0,2,0,8.041170454545455,7.977996540506015
2019,CH Morris,9.333333333333334,308,33.0,198,13,10,8,2,75,3,2,0,1,0,8.042024242424242,7.897228467371496
2023,A Zampa,8.545454545454545,188,22.0,132,8,8,2,0,41,0,2,0,0,0,8.0486,8.146860864645008
2019,SP Narine,7.827067669172932,347,44.333333333333336,266,10,13,11,0,103,2,2,0,0,0,8.050732330827067,7.909226264521634
2021,B Kumar,7.976190476190476,335,42.0,252,6,12,7,0,110,0,1,0,0,0,8.053892857142857,7.740827235383992
2025,R Ashwin,9.129032258064516,283,31.0,186,7,18,3,0,60,0,0,0,1,1,8.055629032258066,9.497023650002205
2015,SP Narine,7.3125,234,32.0,192,7,11,4,0,84,4,0,0,1,0,8.055828125,8.028649507790517
2020,T Natarajan,8.037135278514588,505,62.833333333333336,377,16,19,12,1,147,5,1,0,1,0,8.058155172413793,7.98397226910953
2015,R Vinay Kumar,8.482758620689655,369,43.5,261,7,12,5,1,99,0,0,0,0,0,8.06715287356322,8.04218327272005
2021,S Kaul,8.266666666666667,248,30.0,180,7,9,1,1,70,0,0,0,0,0,8.072893333333333,7.764104625385459
2023,T Natarajan,9.11111111111111,410,45.0,270,10,14,6,0,81,1,1,0,0,0,8.085228888888889,8.181170313521262
2021,Sandeep Sharma,8.680851063829786,204,23.5,141,3,7,4,1,55,2,0,0,1,0,8.08747021276596,7.781962688739033
2024,Azmatullah Omarzai,8.857142857142858,186,21.0,126,4,6,5,0,62,0,1,0,0,0,8.088990476190476,7.916461489850331
2022,R Dhawan,8.210526315789474,156,19.0,114,6,5,5,0,38,1,0,0,0,0,8.09237894736842,7.52895355792248
2018,AJ Tye,8.035714285714286,450,56.0,336,24,13,17,2,132,3,0,0,0,0,8.094198214285715,8.03664802312661
2017,JD Unadkat,7.025454545454545,322,45.833333333333336,275,24,17,4,0,130,5,0,0,4,0,8.098041818181821,8.35320057426455
2025,Arshdeep Singh,8.879999999999999,518,58.333333333333336,350,21,15,22,0,154,2,3,0,0,0,8.098973142857142,8.04763359390266
2018,AR Patel,8.384615384615385,218,26.0,156,3,8,2,0,43,0,0,0,0,0,8.108876923076924,8.052883444682742
2019,K Gowtham,8.3,166,20.0,120,1,6,2,0,40,0,0,0,0,0,8.11063,7.991751848927715
2025,M Theekshana,9.80952380952381,412,42.0,252,11,14,26,2,91,1,1,0,0,1,8.112261904761905,9.174480578126015
2026,Harsh Dubey,10.363636363636363,228,22.0,132,8,14,8,0,45,1,0,0,1,1,8.11435,9.912226306735883
2018,R Ashwin,8.092105263157896,410,50.666666666666664,304,10,16,11,0,87,1,3,0,0,0,8.118633552631579,8.063674788529122
2016,NLTC Perera,9.829145728643217,326,33.166666666666664,199,9,11,3,0,59,2,0,0,0,0,8.123057788944726,8.257621803821626
2023,AR Patel,7.191489361702128,338,47.0,282,11,15,10,0,111,4,1,0,0,0,8.137027659574468,8.229689046373919
2016,MC Henriques,7.980769230769231,415,52.0,312,12,16,6,0,97,1,0,0,0,0,8.137542307692307,8.272626296113145
2023,Washington Sundar,8.264150943396226,146,17.666666666666668,106,3,6,0,0,35,0,0,0,0,0,8.139277358490567,8.231796288288436
2017,Sandeep Sharma,8.3125,399,48.0,288,17,14,12,1,131,3,1,0,1,0,8.141916666666667,8.420188212606163
2024,TA Boult,8.30625,443,53.333333333333336,320,16,14,18,0,150,3,1,0,0,0,8.1432975,7.983634941824793
2015,TA Boult,8.428571428571429,236,28.0,168,9,6,14,0,87,3,0,0,0,0,8.147235714285713,8.137887149514938
2019,B Kumar,7.830508474576271,462,59.0,354,13,16,14,1,180,1,1,0,0,0,8.148257627118644,8.04359429890377
2021,JJ Bumrah,7.545454545454546,415,55.0,330,21,11,26,5,157,2,3,0,2,0,8.150280000000002,7.858910650395323
2024,Harpreet Brar,7.973684210526316,303,38.0,228,7,13,6,0,76,3,1,0,0,0,8.152405263157897,7.994900517585815
2021,TA Boult,7.928571428571428,407,51.333333333333336,308,13,17,13,1,146,6,2,0,1,0,8.156066883116885,7.8660001324616795
2021,Arshdeep Singh,8.274193548387096,342,41.333333333333336,248,18,11,15,0,103,3,0,0,3,0,8.156675806451613,7.866746121446448
2015,STR Binny,7.368421052631579,140,19.0,114,4,6,5,0,64,1,1,0,0,0,8.157968421052631,8.150713388404942
2022,UT Yadav,7.166666666666667,344,48.0,288,16,13,9,5,151,2,1,0,2,0,8.158379166666665,7.614736193780201
2017,DS Kulkarni,9.185840707964603,173,18.833333333333332,113,3,5,5,0,40,0,0,0,1,0,8.167526548672566,8.459289100085583
2024,M Theekshana,7.2,144,20.0,120,2,7,1,0,47,1,0,0,0,0,8.173765000000001,8.0213208064601
2016,A Nehra,7.653846153846154,199,26.0,156,9,7,7,0,78,1,0,0,0,0,8.174973076923077,8.311400776520543
2016,Harbhajan Singh,8.0,392,49.0,294,9,16,6,0,96,2,0,0,1,0,8.177477551020406,8.313995157662406
2020,PJ Cummins,7.865384615384615,409,52.0,312,12,15,16,0,149,4,1,0,0,0,8.179465384615385,8.135549600668842
2020,A Nortje,8.39344262295082,512,61.0,366,22,22,10,0,170,8,1,0,0,0,8.185516393442622,8.143110347242677
2020,JC Archer,6.574850299401198,366,55.666666666666664,334,20,18,10,2,185,6,0,0,2,0,8.18672874251497,8.144625179621336
2022,MM Ali,6.62937062937063,158,23.833333333333332,143,8,9,3,0,59,4,0,0,0,0,8.189502797202797,7.655188590654621
2023,R Ashwin,7.510204081632653,368,49.0,294,14,14,16,0,105,2,2,0,0,0,8.194140816326529,8.28318564403732
2019,Mohammed Shami,8.703703703703704,470,54.0,324,19,19,8,1,126,6,1,0,0,0,8.19680925925926,8.110487583260216
2023,SP Narine,7.979166666666667,383,48.0,288,11,15,9,0,95,3,0,0,0,0,8.20094375,8.289557797606776
2017,RA Jadeja,9.18421052631579,349,38.0,228,5,15,1,0,61,1,2,0,0,0,8.20585,8.517800926021831
2025,E Malinga,8.924999999999999,238,26.666666666666668,160,13,10,5,0,61,0,2,0,3,0,8.220615000000002,8.200916364407727
2015,UT Yadav,9.142857142857142,384,42.0,252,10,10,15,2,110,3,0,0,0,0,8.224845238095236,8.230635261816731
2018,Shakib Al Hasan,8.0,456,57.0,342,14,20,5,0,101,1,1,0,1,0,8.231475438596489,8.18848383092435
2022,Mohammed Shami,8.0,488,61.0,366,20,17,28,0,184,6,3,0,0,0,8.23639180327869,7.716131759885056
2023,Naveen-ul-Haq,7.857142857142857,220,28.0,168,11,9,6,2,74,3,1,0,0,0,8.237235714285713,8.323551656854228
2025,DS Rathi,8.288461538461538,431,52.0,312,14,14,13,2,106,2,0,0,0,0,8.246636538461539,8.2337065042648
2017,PP Chawla,8.95,179,20.0,120,6,9,2,0,38,4,1,0,0,0,8.24858,8.583040622230145
2016,MJ McClenaghan,8.19375,437,53.333333333333336,320,17,16,12,1,149,4,0,1,0,0,8.252953125,8.392180196993714
2017,PJ Sangwan,10.055555555555555,181,18.0,108,5,7,2,0,48,1,1,0,0,0,8.255077777777778,8.592961358206072
2019,JC Archer,6.790697674418604,292,43.0,258,11,14,5,2,126,1,1,0,0,0,8.260409302325582,8.198114210385665
2023,NT Ellis,8.973684210526315,341,38.0,228,13,13,6,2,71,3,1,0,1,0,8.26601315789474,8.35050683513682
2026,RA Jadeja,8.393939393939394,277,33.0,198,10,13,4,0,57,0,3,0,0,0,8.283742424242424,8.043894950593513
2024,M Pathirana,7.681818181818182,169,22.0,132,13,5,15,0,67,5,0,0,0,0,8.284440909090907,8.15821806840772
2017,CR Woakes,8.772727272727273,386,44.0,264,17,14,14,0,107,4,1,0,1,0,8.288920454545453,8.644631986598284
2015,CH Morris,7.5813953488372094,326,43.0,258,14,11,17,1,133,2,1,0,0,0,8.290862790697673,8.309530261838741
2016,UT Yadav,9.076923076923077,236,26.0,156,10,9,7,2,58,3,2,0,0,0,8.298411538461538,8.439270502598944
2022,R Ashwin,7.522388059701493,504,67.0,402,12,20,18,1,138,3,1,0,0,0,8.302035820895524,7.801451428809438
2023,Akash Madhwal,8.784313725490197,224,25.5,153,14,9,7,5,56,5,3,0,0,0,8.303127450980393,8.385270951107227
2021,DT Christian,9.299999999999999,155,16.666666666666668,100,4,5,4,0,33,0,0,0,1,0,8.305818,8.049459489790358
2017,Basil Thampi,9.492537313432836,424,44.666666666666664,268,11,17,10,0,89,2,4,0,0,0,8.30591641791045,8.67058123739866
2018,UT Yadav,7.899686520376176,420,53.166666666666664,319,20,19,12,2,159,5,3,0,0,0,8.309628526645769,8.274925244024216
2016,BB Sran,8.343434343434344,413,49.5,297,14,14,15,0,126,2,0,0,0,0,8.315964646464646,8.457453742119332
2022,VG Arora,9.19626168224299,164,17.833333333333332,107,3,6,3,0,42,1,0,0,0,0,8.316546728971963,7.8203117289223965
2023,MM Sharma,8.173584905660379,361,44.166666666666664,265,27,16,3,0,90,1,0,0,1,0,8.316877358490567,8.398150177397834
2015,NM Coulter-Nile,7.576470588235294,322,42.5,255,15,13,9,1,133,2,0,0,0,0,8.317248235294118,8.341062476680955
2024,KV Sharma,10.583333333333334,254,24.0,144,7,17,5,0,46,2,0,0,1,1,8.319766666666666,10.1088317725482
2020,Ravi Bishnoi,7.372549019607843,376,51.0,306,12,17,14,0,134,3,2,0,0,0,8.326833333333335,8.319686121565498
2022,RA Jadeja,7.515151515151516,248,33.0,198,5,11,5,0,70,1,0,0,0,0,8.329739393939395,7.837458665507262
2026,AM Ghazanfar,10.017167381974248,389,38.833333333333336,233,15,24,6,0,74,3,2,0,0,1,8.332582403433474,9.281229164653183
2022,Avesh Khan,8.748251748251748,417,47.666666666666664,286,18,13,18,1,139,4,0,0,0,0,8.357823776223777,7.873960852384908
2015,M Morkel,7.392857142857143,207,28.0,168,10,8,6,1,85,0,0,0,0,0,8.358725,8.390629739073875
2020,Mohammed Shami,8.527272727272727,469,55.0,330,20,15,20,1,154,2,1,0,0,0,8.358803636363637,8.359633073553537
2018,TG Southee,9.03448275862069,262,29.0,174,5,9,9,1,67,2,1,0,0,0,8.36058275862069,8.33128329621728
2015,DJ Bravo,8.159235668789808,427,52.333333333333336,314,26,17,10,1,106,2,0,0,1,0,8.367812101910825,8.40148937983899
2017,Mohammed Siraj,9.217391304347826,212,23.0,138,10,9,3,0,53,3,0,0,0,0,8.371069565217393,8.77005634943518
2023,Kuldeep Yadav,7.36734693877551,361,49.0,294,10,18,6,0,92,1,1,0,1,0,8.371604081632654,8.449411456862359
2019,M Prasidh Krishna,9.459677419354838,391,41.333333333333336,248,5,10,13,4,108,0,1,0,0,0,8.372049193548387,8.351928998062853
2017,JP Faulkner,9.901840490797545,269,27.166666666666668,163,8,10,1,0,44,0,0,0,0,0,8.376881595092025,8.778930093019888
2020,SP Narine,7.947368421052632,302,38.0,228,5,15,2,0,69,1,1,0,0,0,8.377257894736843,8.382691703073268
2023,Avesh Khan,9.758620689655173,283,29.0,174,8,9,6,0,63,0,0,0,0,0,8.383706896551725,8.460747888906045
2020,SN Thakur,8.56701030927835,277,32.333333333333336,194,10,8,9,2,76,0,0,1,0,0,8.38499381443299,8.39235774885308
2015,RA Jadeja,7.734375,330,42.666666666666664,256,11,17,2,0,90,3,0,0,0,0,8.3958140625,8.434953429841014
2023,Mohammed Shami,8.046153846153846,523,65.0,390,28,21,18,2,206,5,1,0,1,0,8.401292307692309,8.477219744394917
2022,KK Ahmed,8.068085106382979,316,39.166666666666664,235,16,13,7,1,117,0,1,0,0,0,8.40949914893617,7.941125018312418
2026,L Ngidi,8.225806451612902,340,41.333333333333336,248,13,16,7,0,103,2,2,0,0,0,8.411378225806452,8.201566141416572
2022,RD Chahar,7.714285714285714,360,46.666666666666664,280,14,14,16,0,109,1,1,0,1,0,8.415032142857143,7.948316430822443
2025,Harpreet Brar,8.681818181818182,191,22.0,132,10,9,2,1,41,2,1,0,0,0,8.418359090909092,8.450096727298382
2020,K Rabada,8.327455919395465,551,66.16666666666667,397,32,21,17,2,175,5,0,0,0,0,8.421497984886651,8.437969776461745
2019,GC Viljoen,9.652173913043478,222,23.0,138,7,6,12,0,55,1,1,0,0,0,8.422091304347825,8.420875828476474
2018,TA Boult,8.867088607594937,467,52.666666666666664,316,18,18,12,1,128,5,0,0,0,0,8.42334493670886,8.40070155592502
2020,S Gopal,8.54,427,50.0,300,10,19,5,0,91,1,1,0,0,0,8.431258,8.450164933159696
2021,Mustafizur Rahman,8.45016077170418,438,51.833333333333336,311,14,15,20,2,128,5,0,0,1,0,8.462121221864951,8.240945798731396
2018,M Prasidh Krishna,9.285714285714286,260,28.0,168,10,10,9,0,69,1,2,0,0,0,8.470089285714286,8.452403256821526
2026,AS Roy,9.607361963190183,261,27.166666666666668,163,9,13,22,0,74,2,0,0,1,1,8.471674233128835,9.958512849017227
2025,TA Boult,8.965317919075146,517,57.666666666666664,346,22,22,15,0,138,5,3,1,0,0,8.472821965317921,8.518726230950652
2017,S Kaul,8.439252336448599,301,35.666666666666664,214,16,13,7,1,75,4,0,0,0,0,8.47397663551402,8.92717373777685
2021,JR Hazlewood,8.371428571428572,293,35.0,210,11,13,5,0,92,0,1,0,0,0,8.478794285714287,8.261371887312002
2017,Ankit Soni,7.9266055045871555,144,18.166666666666668,109,2,7,3,0,41,0,1,0,0,0,8.483771559633029,8.94212852069067
2022,GJ Maxwell,6.875,165,24.0,144,6,11,2,0,65,3,1,0,0,0,8.4887,8.044064945462187
2024,K Rabada,8.857142857142858,372,42.0,252,11,15,10,0,111,2,1,0,0,0,8.488957142857144,8.41118831872155
2023,MM Ali,7.5,195,26.0,156,9,12,1,0,58,2,1,0,1,0,8.4983,8.568084648048703
2023,Sandeep Sharma,8.695652173913043,400,46.0,276,10,13,14,4,109,3,0,0,0,0,8.504060869565217,8.573480723819118
2023,Arshdeep Singh,9.698360655737705,493,50.833333333333336,305,17,16,19,0,133,3,1,0,0,0,8.505766229508195,8.57507809577208
2023,CV Varun,8.145569620253164,429,52.666666666666664,316,20,22,12,0,131,7,2,0,1,0,8.513413291139239,8.58224092484068
2024,DL Chahar,8.595744680851064,202,23.5,141,5,9,5,0,65,1,1,0,0,0,8.515287234042555,8.443756539030028
2023,Mohammed Siraj,7.54,377,50.0,300,19,12,34,2,190,5,3,0,0,0,8.516216,8.584866158618995
2024,PJ Cummins,9.278688524590164,566,61.0,366,18,23,10,0,134,2,1,0,0,0,8.526204918032786,8.4572608423364
2015,AD Russell,7.991803278688525,325,40.666666666666664,244,14,13,12,1,109,2,0,0,1,0,8.526236065573771,8.590815674497989
2021,HV Patel,8.272189349112425,466,56.333333333333336,338,32,16,23,7,141,5,3,0,0,0,8.527063313609466,8.32050603616407
2020,GJ Maxwell,8.047619047619047,169,21.0,126,3,9,0,0,37,1,0,0,0,0,8.53267142857143,8.576881197257833
2022,JR Hazlewood,8.10752688172043,377,46.5,279,20,17,10,0,133,1,1,0,1,0,8.537164516129033,8.107055856451906
2016,M Morkel,8.422535211267606,299,35.5,213,10,12,7,2,98,2,0,0,0,0,8.544040845070423,8.69371755063769
2025,V Nigam,9.23076923076923,360,39.0,234,11,21,11,4,82,1,2,0,0,1,8.557989743589744,9.821541498170035
2018,JC Archer,8.420600858369099,327,38.833333333333336,233,15,12,16,2,113,4,1,0,0,0,8.558872532188841,8.550602182499484
2016,Mohammed Shami,9.735099337748345,245,25.166666666666668,151,5,8,9,1,51,1,1,0,0,0,8.562884105960265,8.713237257691533
2021,C Sakariya,8.26923076923077,430,52.0,312,14,12,23,4,132,1,0,0,0,0,8.56721346153846,8.369693785070504
2023,Suyash Sharma,8.256410256410257,322,39.0,234,10,16,5,1,87,3,1,0,0,0,8.567351282051282,8.632763416726748
2018,BCJ Cutting,9.882352941176471,168,17.0,102,2,6,3,0,27,0,0,0,0,0,8.568423529411765,8.561166086205269
2020,Arshdeep Singh,8.818791946308725,219,24.833333333333332,149,9,7,10,1,64,1,0,0,1,0,8.568440939597316,8.621575266570607
2024,Noor Ahmad,8.32535885167464,290,34.833333333333336,209,8,14,6,0,80,2,1,0,0,0,8.568825358851676,8.509978924338457
2022,DJ Bravo,8.796116504854368,302,34.333333333333336,206,16,6,23,3,92,1,1,0,0,0,8.572511650485437,8.152997678878394
2022,B Kumar,7.380191693290735,385,52.166666666666664,313,12,12,25,2,156,0,0,0,0,0,8.57442268370607,8.1554815110326
2018,Mustafizur Rahman,8.436363636363636,232,27.5,165,7,10,2,2,60,0,0,0,1,0,8.579878181818183,8.573835532356318
2018,DL Chahar,7.336244541484716,280,38.166666666666664,229,10,10,19,2,135,2,1,0,0,0,8.586541048034935,8.58120501173899
2017,Mohammed Shami,9.346153846153847,243,26.0,156,5,8,13,0,66,2,1,0,0,0,8.58745,9.100423628411077
2017,TS Mills,8.57943925233645,153,17.833333333333332,107,5,6,9,0,49,2,1,0,0,0,8.594767289719627,9.111595586248116
2019,PP Chawla,8.96629213483146,399,44.5,267,10,21,0,0,87,3,1,0,1,0,8.599769662921348,8.665676846280002
2021,J Yadav,7.647058823529412,130,17.0,102,2,6,4,0,48,0,0,0,1,0,8.603164705882355,8.413737477830708
2019,SM Curran,9.818181818181818,324,33.0,198,10,12,9,1,69,4,0,0,0,0,8.605572727272728,8.673672170364501
2022,Sandeep Sharma,7.65,153,20.0,120,2,6,7,0,66,0,0,0,0,0,8.609855,8.201534047199228
2017,MM Sharma,9.021897810218979,412,45.666666666666664,274,13,18,4,2,92,2,0,0,1,0,8.613385401459857,9.140021515429137
2025,M Prasidh Krishna,8.271186440677965,488,59.0,354,25,23,11,0,156,2,1,0,1,0,8.61567627118644,8.698739133552
2019,Navdeep Saini,8.375,402,48.0,288,11,14,11,5,147,0,0,0,0,0,8.618633333333333,8.691666762854188
2023,DL Chahar,8.735294117647058,297,34.0,204,13,11,11,0,93,1,0,0,0,0,8.618967647058824,8.68111129432075
2022,Simarjeet Singh,7.722222222222222,139,18.0,108,4,4,9,1,61,0,0,0,0,0,8.620155555555556,8.214922014932512
2017,UT Yadav,8.45360824742268,410,48.5,291,17,17,16,0,142,1,2,0,0,0,8.622957731958763,9.154636444840657
2015,HH Pandya,10.411764705882353,177,17.0,102,1,5,5,1,36,0,0,0,0,0,8.6327,8.718046566553058
2018,B Kumar,7.7111913357400725,356,46.166666666666664,277,9,16,9,2,132,1,0,0,0,0,8.638354873646211,8.638513819564018
2024,YS Chahal,9.431034482758621,547,58.0,348,18,30,15,1,114,1,2,0,1,1,8.639360344827589,9.386294819824405
2025,AR Patel,8.694444444444445,313,36.0,216,5,16,3,0,70,2,1,0,0,0,8.645225,8.73597394008842
2021,SN Thakur,8.841225626740947,529,59.833333333333336,359,21,17,29,2,165,2,2,0,0,0,8.648308913649025,8.469043424900539
2019,Kuldeep Yadav,8.666666666666666,286,33.0,198,4,13,4,0,58,0,0,0,1,0,8.651727272727273,8.737262805680148
2024,C Green,8.61611374407583,303,35.166666666666664,211,10,11,12,0,84,0,0,0,0,0,8.666088625592417,8.630285818713745
2020,KK Ahmed,9.428571428571429,242,25.666666666666668,154,8,11,4,0,66,3,0,0,0,0,8.670494805194807,8.749091757901725
2019,KK Ahmed,8.239234449760765,287,34.833333333333336,209,19,11,13,0,100,1,0,0,0,0,8.675323923444976,8.769773709983994
2023,J Little,8.647058823529411,294,34.0,204,7,14,7,0,82,2,1,0,0,0,8.68605588235294,8.743951321655564
2024,Mukesh Kumar,10.450704225352112,371,35.5,213,17,13,10,3,82,4,1,0,0,0,8.68748309859155,8.656749073440551
2026,Brijesh Sharma,9.978021978021978,454,45.5,273,14,13,25,4,107,2,4,1,0,0,8.701702197802199,8.560209451742688
2016,SR Watson,8.601769911504425,486,56.5,339,20,18,22,1,145,3,0,0,0,0,8.713326548672567,8.869080369315164
2025,YS Chahal,9.555555555555555,430,45.0,270,16,26,11,0,80,1,1,0,0,1,8.72751111111111,9.875758768557652
2018,JD Unadkat,9.675496688741722,487,50.333333333333336,302,11,19,8,1,105,0,0,0,0,0,8.73170463576159,8.741763550971962
2025,Rashid Khan,9.345454545454546,514,55.0,330,9,33,6,0,100,1,2,0,0,1,8.734499999999999,9.696184695154566
2025,Suyash Sharma,8.84,442,50.0,300,8,22,9,0,107,5,1,0,0,0,8.736521999999999,8.851018690534524
2020,I Udana,9.724137931034482,282,29.0,174,8,11,8,0,57,2,0,0,0,0,8.746224137931033,8.843715697375584
2017,K Rabada,8.90625,190,21.333333333333332,128,6,5,14,2,60,3,0,0,0,0,8.75949375,9.363098142441947
2022,Mukesh Choudhary,9.31868131868132,424,45.5,273,16,17,18,0,137,3,2,0,0,0,8.761638461538462,8.398811958527695
2016,CR Brathwaite,8.460431654676258,196,23.166666666666668,139,7,5,8,7,46,2,0,0,0,0,8.764029496402877,8.921603480481954
2019,MJ McClenaghan,7.888888888888889,142,18.0,108,3,6,6,0,51,0,0,0,0,0,8.768666666666668,8.898379122194553
2019,DS Kulkarni,9.6,336,35.0,210,6,13,9,1,85,2,0,0,0,0,8.774780000000002,8.906801927505155
2022,PVD Chameera,8.772727272727273,386,44.0,264,9,13,18,2,134,1,0,0,0,0,8.774845454545455,8.415977517732502
2018,R Tewatia,7.863636363636363,173,22.0,132,6,10,2,0,43,0,1,0,0,0,8.77779090909091,8.792737385666518
2018,AS Rajpoot,8.598726114649681,225,26.166666666666668,157,11,9,9,2,89,3,0,0,0,0,8.78277898089172,8.798254454612453
2024,T Natarajan,9.058441558441558,465,51.333333333333336,308,19,17,24,0,136,3,1,0,0,0,8.7898987012987,8.78342899598637
2015,JP Faulkner,9.488888888888889,427,45.0,270,8,17,11,1,106,2,0,0,0,0,8.799628888888888,8.917536765347197
2019,AD Russell,9.513812154696133,287,30.166666666666668,181,11,14,1,0,62,2,0,1,0,0,8.80415635359116,8.947275969004679
2023,M Pathirana,8.028776978417266,372,46.333333333333336,278,19,9,42,1,136,3,2,0,0,0,8.816356834532376,8.8660012661922
2024,Yash Dayal,9.18936877076412,461,50.166666666666664,301,15,14,24,3,142,2,0,0,0,0,8.816987043189368,8.816935111870068
2024,UT Yadav,10.0,210,21.0,126,8,9,3,0,59,1,0,0,0,0,8.817942857142858,8.818117377407699
2017,S Aravind,9.049180327868852,276,30.5,183,5,12,7,1,68,2,0,0,0,0,8.837418032786887,9.48207208431574
2026,Prince Yadav,8.875399361022364,463,52.166666666666664,313,16,20,19,0,138,5,0,0,1,0,8.851904472843449,8.745757481996618
